ID,Type,SKU,Name,Published,Featured,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wcj_product_price_by_user_role_enabled
,variation,MS-FINE-PISTA-CICLABILE-2-60-CM,Fine Pista Ciclabile Contigua al Marciapiede Fig. 93/a — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-FINE-PISTA-CICLABILE-2,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-FINE-DEL-PERCORSO-2,Fine del Percorso Pedonale e Ciclabile Fig. 93/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40 cm|60 cm,1,1,
,variation,MS-FINE-DEL-PERCORSO-2-40-CM,Fine del Percorso Pedonale e Ciclabile Fig. 93/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,13.58,Segnaletica Verticale,,,,,,MS-FINE-DEL-PERCORSO-2,,,,,,0,Taglia,40 cm,1,1,
,variation,MS-FINE-DEL-PERCORSO-2-60-CM,Fine del Percorso Pedonale e Ciclabile Fig. 93/b — Disco,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,,,,MS-FINE-DEL-PERCORSO-2,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-DIREZIONE-OBBLIGATORIA-A-3,Direzione Obbligatoria a Diritto Fig. 80/a — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/2251-large_default/cartello-direzione-obbligatoria-a-diritto-disco-diametro-60-cm-classe-1-fig-80a.jpg,,,,,,,,,0,Taglia,60 cm,1,1,
,variation,MS-DIREZIONE-OBBLIGATORIA-A-3-60-CM,Direzione Obbligatoria a Diritto Fig. 80/a — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/2251-large_default/cartello-direzione-obbligatoria-a-diritto-disco-diametro-60-cm-classe-1-fig-80a.jpg,,,MS-DIREZIONE-OBBLIGATORIA-A-3,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PREAVVISO-DIREZIONE-OBBLIGATOR,Preavviso Direzione Obbligatoria Sinistra Fig. 80/e — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/2247-large_default/cartello-fig-80e-preavviso-di-direzione-obbligatoria-a-sinistra-disco-diametro-60-cm-classe-1-fig-80e-alluminio.jpg,,,,,,,,,0,Taglia,60 cm,1,1,
,variation,MS-PREAVVISO-DIREZIONE-OBBLIGATOR-60-CM,Preavviso Direzione Obbligatoria Sinistra Fig. 80/e — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/2247-large_default/cartello-fig-80e-preavviso-di-direzione-obbligatoria-a-sinistra-disco-diametro-60-cm-classe-1-fig-80e-alluminio.jpg,,,MS-PREAVVISO-DIREZIONE-OBBLIGATOR,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PREAVVISO-DIREZIONE-OBBLIGATOR-2,Preavviso Direzione Obbligatoria Destra Fig. 80/d — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/2275-large_default/cartello-preavviso-di-direzione-obbligatoria-a-destra-disco-diametro-60-cm-classe-1-fig-80d-lamiera-zincata-o-alluminata.jpg,,,,,,,,,0,Taglia,60 cm,1,1,
,variation,MS-PREAVVISO-DIREZIONE-OBBLIGATOR-2-60-CM,Preavviso Direzione Obbligatoria Destra Fig. 80/d — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/2275-large_default/cartello-preavviso-di-direzione-obbligatoria-a-destra-disco-diametro-60-cm-classe-1-fig-80d-lamiera-zincata-o-alluminata.jpg,,,MS-PREAVVISO-DIREZIONE-OBBLIGATOR-2,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-DIREZIONI-CONSENTITE-DESTRA,Direzioni Consentite Destra e Sinistra Fig. 81/a — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/2295-large_default/cartello-direzioni-consentite-destra-e-sinistra-disco-diametro-60-cm-classe-1-fig-81a-lamiera-zincata-o-alluminata.jpg,,,,,,,,,0,Taglia,60 cm,1,1,
,variation,MS-DIREZIONI-CONSENTITE-DESTRA-60-CM,Direzioni Consentite Destra e Sinistra Fig. 81/a — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.58,Segnaletica Verticale,,,https://epanza.com/2295-large_default/cartello-direzioni-consentite-destra-e-sinistra-disco-diametro-60-cm-classe-1-fig-81a-lamiera-zincata-o-alluminata.jpg,,,MS-DIREZIONI-CONSENTITE-DESTRA,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-PASSAGGIO-OBBLIGATORIO-GIREVOL,Passaggio Obbligatorio Girevole Fig. 82/G — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/2615-large_default/cartello-passaggio-obbligatorio-girevole-disco-diametro-60-cm-classe-1-fig-82g-lamiera-zincata-o-alluminio.jpg,,,,,,,,,0,Taglia,60 cm,1,1,
,variation,MS-PASSAGGIO-OBBLIGATORIO-GIREVOL-60-CM,Passaggio Obbligatorio Girevole Fig. 82/G — solo 60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,20.35,Segnaletica Verticale,,,https://epanza.com/2615-large_default/cartello-passaggio-obbligatorio-girevole-disco-diametro-60-cm-classe-1-fig-82g-lamiera-zincata-o-alluminio.jpg,,,MS-PASSAGGIO-OBBLIGATORIO-GIREVOL,,,,,,0,Taglia,60 cm,1,1,
,variable,MS-TARGA-OSPEDALE-FIG,Targa Ospedale Fig. 302,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-OSPEDALE-FIG-40X40-CM,Targa Ospedale Fig. 302,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,14.87,Segnaletica Verticale,,,,,,MS-TARGA-OSPEDALE-FIG,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-OSPEDALE-FIG-60X60-CM,Targa Ospedale Fig. 302,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.51,Segnaletica Verticale,,,,,,MS-TARGA-OSPEDALE-FIG,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-ATTRAVERSAMENTO-PEDONALE,Targa Attraversamento Pedonale Fig. 303,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm|60×60 cm alluminio estruso bifacciale,1,1,
,variation,MS-TARGA-ATTRAVERSAMENTO-PEDONALE-40X40-CM,Targa Attraversamento Pedonale Fig. 303,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-ATTRAVERSAMENTO-PEDONALE,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-ATTRAVERSAMENTO-PEDONALE-60X60-CM,Targa Attraversamento Pedonale Fig. 303,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-ATTRAVERSAMENTO-PEDONALE,,,,,,0,Taglia,60×60 cm,1,1,
,variation,MS-TARGA-ATTRAVERSAMENTO-PEDONALE-60X60-CM-ALLUMINIO-E,Targa Attraversamento Pedonale Fig. 303,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,137.22,Segnaletica Verticale,,,,,,MS-TARGA-ATTRAVERSAMENTO-PEDONALE,,,,,,0,Taglia,60×60 cm alluminio estruso bifacciale,1,1,
,variable,MS-TARGA-SCUOLABUS-FIG,Targa Scuolabus Fig. 304,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-SCUOLABUS-FIG-40X40-CM,Targa Scuolabus Fig. 304,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-SCUOLABUS-FIG,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-SCUOLABUS-FIG-60X60-CM,Targa Scuolabus Fig. 304,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-SCUOLABUS-FIG,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-SOS-FIG,Targa SOS Fig. 305,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-SOS-FIG-40X40-CM,Targa SOS Fig. 305,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-SOS-FIG,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-SOS-FIG-60X60-CM,Targa SOS Fig. 305,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-SOS-FIG,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-SOTTOPASSAGGIO-PEDONALE,Targa Sottopassaggio Pedonale Fig. 306,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-SOTTOPASSAGGIO-PEDONALE-40X40-CM,Targa Sottopassaggio Pedonale Fig. 306,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-SOTTOPASSAGGIO-PEDONALE,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-SOTTOPASSAGGIO-PEDONALE-60X60-CM,Targa Sottopassaggio Pedonale Fig. 306,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.51,Segnaletica Verticale,,,,,,MS-TARGA-SOTTOPASSAGGIO-PEDONALE,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-SOVRAPASSAGGIO-PEDONALE,Targa Sovrapassaggio Pedonale Fig. 307,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-SOVRAPASSAGGIO-PEDONALE-40X40-CM,Targa Sovrapassaggio Pedonale Fig. 307,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,14.87,Segnaletica Verticale,,,,,,MS-TARGA-SOVRAPASSAGGIO-PEDONALE,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-SOVRAPASSAGGIO-PEDONALE-60X60-CM,Targa Sovrapassaggio Pedonale Fig. 307,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.51,Segnaletica Verticale,,,,,,MS-TARGA-SOVRAPASSAGGIO-PEDONALE,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-RAMPA-INCLINATA,Targa Rampa Inclinata Pedonale Fig. 308,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-RAMPA-INCLINATA-40X40-CM,Targa Rampa Inclinata Pedonale Fig. 308,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,14.87,Segnaletica Verticale,,,,,,MS-TARGA-RAMPA-INCLINATA,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-RAMPA-INCLINATA-60X60-CM,Targa Rampa Inclinata Pedonale Fig. 308,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-RAMPA-INCLINATA,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-STRADA-SENZA,Targa Strada Senza Uscita Fig. 309,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-STRADA-SENZA-40X40-CM,Targa Strada Senza Uscita Fig. 309,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-STRADA-SENZA,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-STRADA-SENZA-60X60-CM,Targa Strada Senza Uscita Fig. 309,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-STRADA-SENZA,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-AREA-PEDONALE,Targa Area Pedonale Fig. 320/a1,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-AREA-PEDONALE-40X40-CM,Targa Area Pedonale Fig. 320/a1,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,16.37,Segnaletica Verticale,,,,,,MS-TARGA-AREA-PEDONALE,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-AREA-PEDONALE-60X60-CM,Targa Area Pedonale Fig. 320/a1,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-AREA-PEDONALE,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-FINE-AREA,Targa Fine Area Pedonale Fig. 321,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-FINE-AREA-40X40-CM,Targa Fine Area Pedonale Fig. 321,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,14.87,Segnaletica Verticale,,,,,,MS-TARGA-FINE-AREA,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-FINE-AREA-60X60-CM,Targa Fine Area Pedonale Fig. 321,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,28.99,Segnaletica Verticale,,,,,,MS-TARGA-FINE-AREA,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-ZONA-A,Targa Zona a Traffico Limitato Fig. 322/a1,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-ZONA-A-40X40-CM,Targa Zona a Traffico Limitato Fig. 322/a1,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,16.37,Segnaletica Verticale,,,,,,MS-TARGA-ZONA-A,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-ZONA-A-60X60-CM,Targa Zona a Traffico Limitato Fig. 322/a1,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,28.99,Segnaletica Verticale,,,,,,MS-TARGA-ZONA-A,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-FINE-ZONA,Targa Fine Zona a Traffico Limitato Fig. 322/b,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-FINE-ZONA-40X40-CM,Targa Fine Zona a Traffico Limitato Fig. 322/b,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-FINE-ZONA,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-FINE-ZONA-60X60-CM,Targa Fine Zona a Traffico Limitato Fig. 322/b,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.51,Segnaletica Verticale,,,,,,MS-TARGA-FINE-ZONA,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-ZONA-A-2,Targa Zona a Velocità Limitata Fig. 323/a,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-ZONA-A-2-40X40-CM,Targa Zona a Velocità Limitata Fig. 323/a,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,16.37,Segnaletica Verticale,,,,,,MS-TARGA-ZONA-A-2,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-ZONA-A-2-60X60-CM,Targa Zona a Velocità Limitata Fig. 323/a,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,28.99,Segnaletica Verticale,,,,,,MS-TARGA-ZONA-A-2,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-FINE-ZONA-2,Targa Fine Zona a Velocità Limitata Fig. 323/b,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-FINE-ZONA-2-40X40-CM,Targa Fine Zona a Velocità Limitata Fig. 323/b,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-FINE-ZONA-2,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-FINE-ZONA-2-60X60-CM,Targa Fine Zona a Velocità Limitata Fig. 323/b,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,28.99,Segnaletica Verticale,,,,,,MS-TARGA-FINE-ZONA-2,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-PARCHEGGIO-FIG,Targa Parcheggio Fig. 76,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,40×40 cm|60×60 cm,1,1,
,variation,MS-TARGA-PARCHEGGIO-FIG-40X40-CM,Targa Parcheggio Fig. 76,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.16,Segnaletica Verticale,,,,,,MS-TARGA-PARCHEGGIO-FIG,,,,,,0,Taglia,40×40 cm,1,1,
,variation,MS-TARGA-PARCHEGGIO-FIG-60X60-CM,Targa Parcheggio Fig. 76,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,27.03,Segnaletica Verticale,,,,,,MS-TARGA-PARCHEGGIO-FIG,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-TARGA-PISTA-CICLABILE,Targa Pista Ciclabile Fig. 324 — solo 60×60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/9283-large_default/targa-60x60-lamiera-classe-1-fig-324-quot-pista-ciclabile-quot.jpg,,,,,,,,,0,Taglia,60×60 cm,1,1,
,variation,MS-TARGA-PISTA-CICLABILE-60X60-CM,Targa Pista Ciclabile Fig. 324 — solo 60×60 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,28.99,Segnaletica Verticale,,,https://epanza.com/9283-large_default/targa-60x60-lamiera-classe-1-fig-324-quot-pista-ciclabile-quot.jpg,,,MS-TARGA-PISTA-CICLABILE,,,,,,0,Taglia,60×60 cm,1,1,
,variable,MS-PREAVVISO-DI-PARCHEGGIO,Preavviso di Parcheggio Fig. 77/a–e — Targhe 40×60 cm (singole per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,https://epanza.com/5215-large_default/targa-40x60-lamiera-classe-1-fig-77-a-quot-preavviso-di-parcheggio-quot.jpg,,,,,,,,,0,Taglia,Fig. 77/a|Fig. 77/b|Fig. 77/c|Fig. 77/d|Fig. 77/e,1,1,
,variation,MS-PREAVVISO-DI-PARCHEGGIO-FIG-77-A,Preavviso di Parcheggio Fig. 77/a–e — Targhe 40×60 cm (singole per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/5215-large_default/targa-40x60-lamiera-classe-1-fig-77-a-quot-preavviso-di-parcheggio-quot.jpg,,,MS-PREAVVISO-DI-PARCHEGGIO,,,,,,0,Taglia,Fig. 77/a,1,1,
,variation,MS-PREAVVISO-DI-PARCHEGGIO-FIG-77-B,Preavviso di Parcheggio Fig. 77/a–e — Targhe 40×60 cm (singole per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/5215-large_default/targa-40x60-lamiera-classe-1-fig-77-a-quot-preavviso-di-parcheggio-quot.jpg,,,MS-PREAVVISO-DI-PARCHEGGIO,,,,,,0,Taglia,Fig. 77/b,1,1,
,variation,MS-PREAVVISO-DI-PARCHEGGIO-FIG-77-C,Preavviso di Parcheggio Fig. 77/a–e — Targhe 40×60 cm (singole per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/5215-large_default/targa-40x60-lamiera-classe-1-fig-77-a-quot-preavviso-di-parcheggio-quot.jpg,,,MS-PREAVVISO-DI-PARCHEGGIO,,,,,,0,Taglia,Fig. 77/c,1,1,
,variation,MS-PREAVVISO-DI-PARCHEGGIO-FIG-77-D,Preavviso di Parcheggio Fig. 77/a–e — Targhe 40×60 cm (singole per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/5215-large_default/targa-40x60-lamiera-classe-1-fig-77-a-quot-preavviso-di-parcheggio-quot.jpg,,,MS-PREAVVISO-DI-PARCHEGGIO,,,,,,0,Taglia,Fig. 77/d,1,1,
,variation,MS-PREAVVISO-DI-PARCHEGGIO-FIG-77-E,Preavviso di Parcheggio Fig. 77/a–e — Targhe 40×60 cm (singole per figura),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Segnaletica Verticale,,,https://epanza.com/5215-large_default/targa-40x60-lamiera-classe-1-fig-77-a-quot-preavviso-di-parcheggio-quot.jpg,,,MS-PREAVVISO-DI-PARCHEGGIO,,,,,,0,Taglia,Fig. 77/e,1,1,
,variable,MS-SEGNALE-NOME-STRADA,Segnale Nome Strada Fig. 291 — Alluminio Estruso Bifacciale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,80×25 cm|100×25 cm,1,1,
,variation,MS-SEGNALE-NOME-STRADA-80X25-CM,Segnale Nome Strada Fig. 291 — Alluminio Estruso Bifacciale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,80.0,Segnaletica Verticale,,,,,,MS-SEGNALE-NOME-STRADA,,,,,,0,Taglia,80×25 cm,1,1,
,variation,MS-SEGNALE-NOME-STRADA-100X25-CM,Segnale Nome Strada Fig. 291 — Alluminio Estruso Bifacciale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,99.35,Segnaletica Verticale,,,,,,MS-SEGNALE-NOME-STRADA,,,,,,0,Taglia,100×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD,"Pannello Integrativo mod. 1/a ""Distanza"" — Classe 1 (formato piccolo)",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,53×18 cm|80×27 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-53X18-CM,"Pannello Integrativo mod. 1/a ""Distanza"" — Classe 1 (formato piccolo)",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.99,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD,,,,,,0,Taglia,53×18 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-80X27-CM,"Pannello Integrativo mod. 1/a ""Distanza"" — Classe 1 (formato piccolo)",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,9.96,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD,,,,,,0,Taglia,80×27 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-2,"Pannello Integrativo mod. 1/a ""Distanza"" — Classe 1 (formato grande)",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,60×20 cm|135×45 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-2-60X20-CM,"Pannello Integrativo mod. 1/a ""Distanza"" — Classe 1 (formato grande)",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,14.37,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-2,,,,,,0,Taglia,60×20 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-2-135X45-CM,"Pannello Integrativo mod. 1/a ""Distanza"" — Classe 1 (formato grande)",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,58.11,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-2,,,,,,0,Taglia,135×45 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-3,"Pannello Integrativo mod. 3/a ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-3-33X17-CM,"Pannello Integrativo mod. 3/a ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.88,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-3,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-3-50X25-CM,"Pannello Integrativo mod. 3/a ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-3,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-4,"Pannello Integrativo mod. 3/b ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-4-33X17-CM,"Pannello Integrativo mod. 3/b ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.25,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-4,,,,,,0,Taglia,33×17 cm,1,1,
,variation,MS-PANNELLO-INTEGRATIVO-MOD-4-50X25-CM,"Pannello Integrativo mod. 3/b ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,12.56,Segnaletica Verticale,,,,,,MS-PANNELLO-INTEGRATIVO-MOD-4,,,,,,0,Taglia,50×25 cm,1,1,
,variable,MS-PANNELLO-INTEGRATIVO-MOD-5,"Pannello Integrativo mod. 3/c ""Validità""",1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,33×17 cm|50×25 cm,1,1,
